100935	44567424	C65E: BD 8C C0   LDA $C08C,X	0x07	0x60	0x00	0x35	0xFE
100936	44567428	C661: 10 FB      BPL $C65E	0x07	0x60	0x00	0x35	0xFE
100937	44567431	C65E: BD 8C C0   LDA $C08C,X	0x1F	0x60	0x00	0x35	0xFE
100938	44567435	C661: 10 FB      BPL $C65E	0x1F	0x60	0x00	0x35	0xFE
100939	44567438	C65E: BD 8C C0   LDA $C08C,X	0x7F	0x60	0x00	0x35	0xFE
100940	44567442	C661: 10 FB      BPL $C65E	0x7F	0x60	0x00	0x35	0xFE
100941	44567445	C65E: BD 8C C0   LDA $C08C,X	0xFF	0x60	0x00	0xB5	0xFE
100942	44567449	C661: 10 FB      BPL $C65E	0xFF	0x60	0x00	0xB5	0xFE
100943	44567451	C663: 49 D5      EOR #$D5	0x2A	0x60	0x00	0x35	0xFE
100944	44567453	C665: D0 F7      BNE $C65E	0x2A	0x60	0x00	0x35	0xFE
100945	44567456	C65E: BD 8C C0   LDA $C08C,X	0xFF	0x60	0x00	0xB5	0xFE
100946	44567460	C661: 10 FB      BPL $C65E	0xFF	0x60	0x00	0xB5	0xFE
100947	44567462	C663: 49 D5      EOR #$D5	0x2A	0x60	0x00	0x35	0xFE
100948	44567464	C665: D0 F7      BNE $C65E	0x2A	0x60	0x00	0x35	0xFE
100949	44567467	C65E: BD 8C C0   LDA $C08C,X	0x0D	0x60	0x00	0x35	0xFE
100950	44567471	C661: 10 FB      BPL $C65E	0x0D	0x60	0x00	0x35	0xFE
100951	44567474	C65E: BD 8C C0   LDA $C08C,X	0x35	0x60	0x00	0x35	0xFE
100952	44567478	C661: 10 FB      BPL $C65E	0x35	0x60	0x00	0x35	0xFE
100953	44567481	C65E: BD 8C C0   LDA $C08C,X	0x6A	0x60	0x00	0x35	0xFE
100954	44567485	C661: 10 FB      BPL $C65E	0x6A	0x60	0x00	0x35	0xFE
100955	44567488	C65E: BD 8C C0   LDA $C08C,X	0xD5	0x60	0x00	0xB5	0xFE
100956	44567492	C661: 10 FB      BPL $C65E	0xD5	0x60	0x00	0xB5	0xFE
100957	44567494	C663: 49 D5      EOR #$D5	0x00	0x60	0x00	0x37	0xFE
100958	44567496	C665: D0 F7      BNE $C65E	0x00	0x60	0x00	0x37	0xFE
100959	44567498	C667: BD 8C C0   LDA $C08C,X	0x0A	0x60	0x00	0x35	0xFE
100960	44567502	C66A: 10 FB      BPL $C667	0x0A	0x60	0x00	0x35	0xFE
100961	44567505	C667: BD 8C C0   LDA $C08C,X	0x15	0x60	0x00	0x35	0xFE
100962	44567509	C66A: 10 FB      BPL $C667	0x15	0x60	0x00	0x35	0xFE
100963	44567512	C667: BD 8C C0   LDA $C08C,X	0x55	0x60	0x00	0x35	0xFE
100964	44567516	C66A: 10 FB      BPL $C667	0x55	0x60	0x00	0x35	0xFE
100965	44567519	C667: BD 8C C0   LDA $C08C,X	0xAA	0x60	0x00	0xB5	0xFE
100966	44567523	C66A: 10 FB      BPL $C667	0xAA	0x60	0x00	0xB5	0xFE
100967	44567525	C66C: C9 AA      CMP #$AA	0xAA	0x60	0x00	0x37	0xFE
100968	44567527	C66E: D0 F3      BNE $C663	0xAA	0x60	0x00	0x37	0xFE
100969	44567529	C670: EA         NOP 	0xAA	0x60	0x00	0x37	0xFE
100970	44567531	C671: BD 8C C0   LDA $C08C,X	0x0A	0x60	0x00	0x35	0xFE
100971	44567535	C674: 10 FB      BPL $C671	0x0A	0x60	0x00	0x35	0xFE
100972	44567538	C671: BD 8C C0   LDA $C08C,X	0x2B	0x60	0x00	0x35	0xFE
100973	44567542	C674: 10 FB      BPL $C671	0x2B	0x60	0x00	0x35	0xFE
100974	44567545	C671: BD 8C C0   LDA $C08C,X	0x56	0x60	0x00	0x35	0xFE
100975	44567549	C674: 10 FB      BPL $C671	0x56	0x60	0x00	0x35	0xFE
100976	44567552	C671: BD 8C C0   LDA $C08C,X	0xAD	0x60	0x00	0xB5	0xFE
100977	44567556	C674: 10 FB      BPL $C671	0xAD	0x60	0x00	0xB5	0xFE
100978	44567558	C676: C9 96      CMP #$96	0xAD	0x60	0x00	0x35	0xFE
100979	44567560	C678: F0 09      BEQ $C683	0xAD	0x60	0x00	0x35	0xFE
100980	44567562	C67A: 28         PLP 	0xAD	0x60	0x00	0x37	0xFF
100981	44567566	C67B: 90 DF      BCC $C65C	0xAD	0x60	0x00	0x37	0xFF
100982	44567568	C67D: 49 AD      EOR #$AD	0x00	0x60	0x00	0x37	0xFF
100983	44567570	C67F: F0 25      BEQ $C6A6	0x00	0x60	0x00	0x37	0xFF
100984	44567573	C6A6: A0 56      LDY #$56	0x00	0x60	0x56	0x35	0xFF
100985	44567575	C6A8: 84 3C      STY $3C	0x00	0x60	0x56	0x35	0xFF
100986	44567578	C6AA: BC 8C C0   LDY $C08C,X	0x00	0x60	0xB6	0xB5	0xFF
100987	44567582	C6AD: 10 FB      BPL $C6AA	0x00	0x60	0xB6	0xB5	0xFF
100988	44567584	C6AF: 59 D6 02   EOR $02D6,Y	0x12	0x60	0xB6	0x35	0xFF
100989	44567589	C6B2: A4 3C      LDY $3C	0x12	0x60	0x56	0x35	0xFF
100990	44567592	C6B4: 88         DEY 	0x12	0x60	0x55	0x35	0xFF
100991	44567594	C6B5: 99 00 03   STA $0300,Y	0x12	0x60	0x55	0x35	0xFF
100992	44567599	C6B8: D0 EE      BNE $C6A8	0x12	0x60	0x55	0x35	0xFF
100993	44567602	C6A8: 84 3C      STY $3C	0x12	0x60	0x55	0x35	0xFF
100994	44567605	C6AA: BC 8C C0   LDY $C08C,X	0x12	0x60	0x36	0x35	0xFF
100995	44567609	C6AD: 10 FB      BPL $C6AA	0x12	0x60	0x36	0x35	0xFF
100996	44567612	C6AA: BC 8C C0   LDY $C08C,X	0x12	0x60	0xDB	0xB5	0xFF
100997	44567616	C6AD: 10 FB      BPL $C6AA	0x12	0x60	0xDB	0xB5	0xFF
100998	44567618	C6AF: 59 D6 02   EOR $02D6,Y	0x36	0x60	0xDB	0x35	0xFF
100999	44567623	C6B2: A4 3C      LDY $3C	0x36	0x60	0x55	0x35	0xFF
101000	44567626	C6B4: 88         DEY 	0x36	0x60	0x54	0x35	0xFF
101001	44567628	C6B5: 99 00 03   STA $0300,Y	0x36	0x60	0x54	0x35	0xFF
101002	44567633	C6B8: D0 EE      BNE $C6A8	0x36	0x60	0x54	0x35	0xFF
101003	44567636	C6A8: 84 3C      STY $3C	0x36	0x60	0x54	0x35	0xFF
101004	44567639	C6AA: BC 8C C0   LDY $C08C,X	0x36	0x60	0x6E	0x35	0xFF
101005	44567643	C6AD: 10 FB      BPL $C6AA	0x36	0x60	0x6E	0x35	0xFF
101006	44567646	C6AA: BC 8C C0   LDY $C08C,X	0x36	0x60	0xDC	0xB5	0xFF
101007	44567650	C6AD: 10 FB      BPL $C6AA	0x36	0x60	0xDC	0xB5	0xFF
101008	44567652	C6AF: 59 D6 02   EOR $02D6,Y	0x13	0x60	0xDC	0x35	0xFF
101009	44567657	C6B2: A4 3C      LDY $3C	0x13	0x60	0x54	0x35	0xFF
101010	44567660	C6B4: 88         DEY 	0x13	0x60	0x53	0x35	0xFF
101011	44567662	C6B5: 99 00 03   STA $0300,Y	0x13	0x60	0x53	0x35	0xFF
101012	44567667	C6B8: D0 EE      BNE $C6A8	0x13	0x60	0x53	0x35	0xFF
101013	44567670	C6A8: 84 3C      STY $3C	0x13	0x60	0x53	0x35	0xFF
101014	44567673	C6AA: BC 8C C0   LDY $C08C,X	0x13	0x60	0x7A	0x35	0xFF
101015	44567677	C6AD: 10 FB      BPL $C6AA	0x13	0x60	0x7A	0x35	0xFF
101016	44567680	C6AA: BC 8C C0   LDY $C08C,X	0x13	0x60	0xF4	0xB5	0xFF
101017	44567684	C6AD: 10 FB      BPL $C6AA	0x13	0x60	0xF4	0xB5	0xFF
101018	44567686	C6AF: 59 D6 02   EOR $02D6,Y	0x26	0x60	0xF4	0x35	0xFF
101019	44567691	C6B2: A4 3C      LDY $3C	0x26	0x60	0x53	0x35	0xFF
101020	44567694	C6B4: 88         DEY 	0x26	0x60	0x52	0x35	0xFF
101021	44567696	C6B5: 99 00 03   STA $0300,Y	0x26	0x60	0x52	0x35	0xFF
101022	44567701	C6B8: D0 EE      BNE $C6A8	0x26	0x60	0x52	0x35	0xFF
101023	44567704	C6A8: 84 3C      STY $3C	0x26	0x60	0x52	0x35	0xFF
101024	44567707	C6AA: BC 8C C0   LDY $C08C,X	0x26	0x60	0xF3	0xB5	0xFF
101025	44567711	C6AD: 10 FB      BPL $C6AA	0x26	0x60	0xF3	0xB5	0xFF
101026	44567713	C6AF: 59 D6 02   EOR $02D6,Y	0x12	0x60	0xF3	0x35	0xFF
101027	44567718	C6B2: A4 3C      LDY $3C	0x12	0x60	0x52	0x35	0xFF
101028	44567721	C6B4: 88         DEY 	0x12	0x60	0x51	0x35	0xFF
101029	44567723	C6B5: 99 00 03   STA $0300,Y	0x12	0x60	0x51	0x35	0xFF
101030	44567728	C6B8: D0 EE      BNE $C6A8	0x12	0x60	0x51	0x35	0xFF
101031	44567731	C6A8: 84 3C      STY $3C	0x12	0x60	0x51	0x35	0xFF
101032	44567734	C6AA: BC 8C C0   LDY $C08C,X	0x12	0x60	0x5D	0x35	0xFF
101033	44567738	C6AD: 10 FB      BPL $C6AA	0x12	0x60	0x5D	0x35	0xFF
101034	44567741	C6AA: BC 8C C0   LDY $C08C,X	0x12	0x60	0xBB	0xB5	0xFF
101035	44567745	C6AD: 10 FB      BPL $C6AA	0x12	0x60	0xBB	0xB5	0xFF
101036	44567747	C6AF: 59 D6 02   EOR $02D6,Y	0x04	0x60	0xBB	0x35	0xFF
101037	44567752	C6B2: A4 3C      LDY $3C	0x04	0x60	0x51	0x35	0xFF
101038	44567755	C6B4: 88         DEY 	0x04	0x60	0x50	0x35	0xFF
101039	44567757	C6B5: 99 00 03   STA $0300,Y	0x04	0x60	0x50	0x35	0xFF
101040	44567762	C6B8: D0 EE      BNE $C6A8	0x04	0x60	0x50	0x35	0xFF
101041	44567765	C6A8: 84 3C      STY $3C	0x04	0x60	0x50	0x35	0xFF
101042	44567768	C6AA: BC 8C C0   LDY $C08C,X	0x04	0x60	0x5E	0x35	0xFF
101043	44567772	C6AD: 10 FB      BPL $C6AA	0x04	0x60	0x5E	0x35	0xFF
101044	44567775	C6AA: BC 8C C0   LDY $C08C,X	0x04	0x60	0xBD	0xB5	0xFF
101045	44567779	C6AD: 10 FB      BPL $C6AA	0x04	0x60	0xBD	0xB5	0xFF
101046	44567781	C6AF: 59 D6 02   EOR $02D6,Y	0x1C	0x60	0xBD	0x35	0xFF
101047	44567786	C6B2: A4 3C      LDY $3C	0x1C	0x60	0x50	0x35	0xFF
101048	44567789	C6B4: 88         DEY 	0x1C	0x60	0x4F	0x35	0xFF
101049	44567791	C6B5: 99 00 03   STA $0300,Y	0x1C	0x60	0x4F	0x35	0xFF
101050	44567796	C6B8: D0 EE      BNE $C6A8	0x1C	0x60	0x4F	0x35	0xFF
101051	44567799	C6A8: 84 3C      STY $3C	0x1C	0x60	0x4F	0x35	0xFF
101052	44567802	C6AA: BC 8C C0   LDY $C08C,X	0x1C	0x60	0xCF	0xB5	0xFF
101053	44567806	C6AD: 10 FB      BPL $C6AA	0x1C	0x60	0xCF	0xB5	0xFF
101054	44567808	C6AF: 59 D6 02   EOR $02D6,Y	0x02	0x60	0xCF	0x35	0xFF
101055	44567813	C6B2: A4 3C      LDY $3C	0x02	0x60	0x4F	0x35	0xFF
101056	44567816	C6B4: 88         DEY 	0x02	0x60	0x4E	0x35	0xFF
101057	44567818	C6B5: 99 00 03   STA $0300,Y	0x02	0x60	0x4E	0x35	0xFF
101058	44567823	C6B8: D0 EE      BNE $C6A8	0x02	0x60	0x4E	0x35	0xFF
101059	44567826	C6A8: 84 3C      STY $3C	0x02	0x60	0x4E	0x35	0xFF
